language,topic,user_query,bot_response,intent,source
en,account_balance,Can I get a mini-statement?,Your current balance is $268.,account_balance,local_generation
en,loan_query,What documents are needed for a car loan?,"Current interest rates:
- Personal: 4.1%
- Home: 3.6%
- Auto: 3.1%",loan_query,local_generation
en,transaction_dispute,How do I report fraud?,Dispute case #299758 has been opened. Resolution in 10 business days.,transaction_dispute,local_generation
en,card_issues,Why was my card declined?,"For card issues, please call our 24/7 support at 1-800-BANK-HELP.",card_issues,local_generation
en,fund_transfer,Why did my transfer fail?,You can transfer money via our mobile app or online banking.,fund_transfer,local_generation
en,fund_transfer,How do I send money to another bank?,You can transfer money via our mobile app or online banking.,fund_transfer,local_generation
en,account_balance,What's my current balance?,Your current balance is $4904.,account_balance,local_generation
en,fund_transfer,How do I send money to another bank?,You can transfer money via our mobile app or online banking.,fund_transfer,local_generation
en,transaction_dispute,Why was I charged twice?,Dispute case #337636 has been opened. Resolution in 10 business days.,transaction_dispute,local_generation
en,loan_query,What's the interest rate for a home loan?,"Current interest rates:
- Personal: 7.7%
- Home: 7.2%
- Auto: 6.7%",loan_query,local_generation
en,transaction_dispute,How do I report fraud?,Dispute case #131458 has been opened. Resolution in 10 business days.,transaction_dispute,local_generation
en,card_issues,Why was my card declined?,"For card issues, please call our 24/7 support at 1-800-BANK-HELP.",card_issues,local_generation
en,card_issues,Why was my card declined?,"For card issues, please call our 24/7 support at 1-800-BANK-HELP.",card_issues,local_generation
en,account_balance,Why is my balance incorrect?,Your current balance is $1815.,account_balance,local_generation
en,card_issues,How do I block a lost card?,"For card issues, please call our 24/7 support at 1-800-BANK-HELP.",card_issues,local_generation
en,card_issues,My debit card isn't working!,"For card issues, please call our 24/7 support at 1-800-BANK-HELP.",card_issues,local_generation
en,fund_transfer,What's the daily transfer limit?,You can transfer money via our mobile app or online banking.,fund_transfer,local_generation
en,loan_query,What's the interest rate for a home loan?,"Current interest rates:
- Personal: 4.6%
- Home: 4.1%
- Auto: 3.6%",loan_query,local_generation
en,card_issues,How do I block a lost card?,"For card issues, please call our 24/7 support at 1-800-BANK-HELP.",card_issues,local_generation
en,loan_query,What documents are needed for a car loan?,"Current interest rates:
- Personal: 3.9%
- Home: 3.4%
- Auto: 2.9%",loan_query,local_generation
en,fund_transfer,How do I send money to another bank?,You can transfer money via our mobile app or online banking.,fund_transfer,local_generation
en,card_issues,Why was my card declined?,"For card issues, please call our 24/7 support at 1-800-BANK-HELP.",card_issues,local_generation
en,loan_query,How do I apply for a personal loan?,"Current interest rates:
- Personal: 8.2%
- Home: 7.7%
- Auto: 7.2%",loan_query,local_generation
en,transaction_dispute,I see an unauthorized transaction.,Dispute case #300702 has been opened. Resolution in 10 business days.,transaction_dispute,local_generation
en,account_balance,Why is my balance incorrect?,Your current balance is $1377.,account_balance,local_generation
en,card_issues,My debit card isn't working!,"For card issues, please call our 24/7 support at 1-800-BANK-HELP.",card_issues,local_generation
en,account_balance,Can I get a mini-statement?,Your current balance is $4981.,account_balance,local_generation
en,fund_transfer,What's the daily transfer limit?,You can transfer money via our mobile app or online banking.,fund_transfer,local_generation
en,card_issues,My debit card isn't working!,"For card issues, please call our 24/7 support at 1-800-BANK-HELP.",card_issues,local_generation
en,fund_transfer,What's the daily transfer limit?,You can transfer money via our mobile app or online banking.,fund_transfer,local_generation
en,transaction_dispute,Why was I charged twice?,Dispute case #943382 has been opened. Resolution in 10 business days.,transaction_dispute,local_generation
en,card_issues,My debit card isn't working!,"For card issues, please call our 24/7 support at 1-800-BANK-HELP.",card_issues,local_generation
en,transaction_dispute,I see an unauthorized transaction.,Dispute case #630421 has been opened. Resolution in 10 business days.,transaction_dispute,local_generation
en,loan_query,What's the interest rate for a home loan?,"Current interest rates:
- Personal: 8.3%
- Home: 7.8%
- Auto: 7.3%",loan_query,local_generation
en,loan_query,What documents are needed for a car loan?,"Current interest rates:
- Personal: 6.9%
- Home: 6.4%
- Auto: 5.9%",loan_query,local_generation
en,loan_query,What documents are needed for a car loan?,"Current interest rates:
- Personal: 8.1%
- Home: 7.6%
- Auto: 7.1%",loan_query,local_generation
en,transaction_dispute,How do I report fraud?,Dispute case #946640 has been opened. Resolution in 10 business days.,transaction_dispute,local_generation
en,fund_transfer,What's the daily transfer limit?,You can transfer money via our mobile app or online banking.,fund_transfer,local_generation
en,fund_transfer,How do I send money to another bank?,You can transfer money via our mobile app or online banking.,fund_transfer,local_generation
en,card_issues,How do I block a lost card?,"For card issues, please call our 24/7 support at 1-800-BANK-HELP.",card_issues,local_generation
en,transaction_dispute,How do I report fraud?,Dispute case #640364 has been opened. Resolution in 10 business days.,transaction_dispute,local_generation
en,card_issues,How do I block a lost card?,"For card issues, please call our 24/7 support at 1-800-BANK-HELP.",card_issues,local_generation
en,loan_query,What's the interest rate for a home loan?,"Current interest rates:
- Personal: 4.1%
- Home: 3.6%
- Auto: 3.1%",loan_query,local_generation
en,account_balance,Why is my balance incorrect?,Your current balance is $8779.,account_balance,local_generation
en,card_issues,How do I block a lost card?,"For card issues, please call our 24/7 support at 1-800-BANK-HELP.",card_issues,local_generation
en,card_issues,My debit card isn't working!,"For card issues, please call our 24/7 support at 1-800-BANK-HELP.",card_issues,local_generation
en,fund_transfer,Why did my transfer fail?,You can transfer money via our mobile app or online banking.,fund_transfer,local_generation
en,account_balance,Can I get a mini-statement?,Your current balance is $1875.,account_balance,local_generation
en,account_balance,What's my current balance?,Your current balance is $591.,account_balance,local_generation
en,account_balance,What's my current balance?,Your current balance is $4041.,account_balance,local_generation
en,account_balance,Why is my balance incorrect?,Your current balance is $1172.,account_balance,local_generation
en,loan_query,How do I apply for a personal loan?,"Current interest rates:
- Personal: 3.8%
- Home: 3.3%
- Auto: 2.8%",loan_query,local_generation
en,account_balance,Can I get a mini-statement?,Your current balance is $6532.,account_balance,local_generation
en,card_issues,Why was my card declined?,"For card issues, please call our 24/7 support at 1-800-BANK-HELP.",card_issues,local_generation
en,account_balance,What's my current balance?,Your current balance is $6598.,account_balance,local_generation
en,account_balance,Can I get a mini-statement?,Your current balance is $3837.,account_balance,local_generation
en,card_issues,How do I block a lost card?,"For card issues, please call our 24/7 support at 1-800-BANK-HELP.",card_issues,local_generation
en,loan_query,How do I apply for a personal loan?,"Current interest rates:
- Personal: 5.2%
- Home: 4.7%
- Auto: 4.2%",loan_query,local_generation
en,loan_query,How do I apply for a personal loan?,"Current interest rates:
- Personal: 3.7%
- Home: 3.2%
- Auto: 2.7%",loan_query,local_generation
en,account_balance,Why is my balance incorrect?,Your current balance is $614.,account_balance,local_generation
en,loan_query,What documents are needed for a car loan?,"Current interest rates:
- Personal: 6.1%
- Home: 5.6%
- Auto: 5.1%",loan_query,local_generation
en,card_issues,My debit card isn't working!,"For card issues, please call our 24/7 support at 1-800-BANK-HELP.",card_issues,local_generation
en,loan_query,What documents are needed for a car loan?,"Current interest rates:
- Personal: 8.1%
- Home: 7.6%
- Auto: 7.1%",loan_query,local_generation
en,loan_query,What documents are needed for a car loan?,"Current interest rates:
- Personal: 5.7%
- Home: 5.2%
- Auto: 4.7%",loan_query,local_generation
en,transaction_dispute,How do I report fraud?,Dispute case #510055 has been opened. Resolution in 10 business days.,transaction_dispute,local_generation
en,loan_query,How do I apply for a personal loan?,"Current interest rates:
- Personal: 8.1%
- Home: 7.6%
- Auto: 7.1%",loan_query,local_generation
en,transaction_dispute,How do I report fraud?,Dispute case #998251 has been opened. Resolution in 10 business days.,transaction_dispute,local_generation
en,card_issues,How do I block a lost card?,"For card issues, please call our 24/7 support at 1-800-BANK-HELP.",card_issues,local_generation
en,transaction_dispute,How do I report fraud?,Dispute case #606908 has been opened. Resolution in 10 business days.,transaction_dispute,local_generation
en,fund_transfer,What's the daily transfer limit?,You can transfer money via our mobile app or online banking.,fund_transfer,local_generation
en,card_issues,Why was my card declined?,"For card issues, please call our 24/7 support at 1-800-BANK-HELP.",card_issues,local_generation
en,loan_query,What's the interest rate for a home loan?,"Current interest rates:
- Personal: 5.3%
- Home: 4.8%
- Auto: 4.3%",loan_query,local_generation
en,transaction_dispute,I see an unauthorized transaction.,Dispute case #165576 has been opened. Resolution in 10 business days.,transaction_dispute,local_generation
en,account_balance,Why is my balance incorrect?,Your current balance is $3622.,account_balance,local_generation
en,loan_query,How do I apply for a personal loan?,"Current interest rates:
- Personal: 6.1%
- Home: 5.6%
- Auto: 5.1%",loan_query,local_generation
en,account_balance,Can I get a mini-statement?,Your current balance is $5565.,account_balance,local_generation
en,fund_transfer,What's the daily transfer limit?,You can transfer money via our mobile app or online banking.,fund_transfer,local_generation
en,loan_query,What documents are needed for a car loan?,"Current interest rates:
- Personal: 6.0%
- Home: 5.5%
- Auto: 5.0%",loan_query,local_generation
en,loan_query,What's the interest rate for a home loan?,"Current interest rates:
- Personal: 7.5%
- Home: 7.0%
- Auto: 6.5%",loan_query,local_generation
en,account_balance,Can I get a mini-statement?,Your current balance is $6189.,account_balance,local_generation
en,account_balance,Why is my balance incorrect?,Your current balance is $9851.,account_balance,local_generation
en,loan_query,What documents are needed for a car loan?,"Current interest rates:
- Personal: 5.8%
- Home: 5.3%
- Auto: 4.8%",loan_query,local_generation
en,loan_query,How do I apply for a personal loan?,"Current interest rates:
- Personal: 7.8%
- Home: 7.3%
- Auto: 6.8%",loan_query,local_generation
en,loan_query,How do I apply for a personal loan?,"Current interest rates:
- Personal: 5.7%
- Home: 5.2%
- Auto: 4.7%",loan_query,local_generation
en,account_balance,Why is my balance incorrect?,Your current balance is $9615.,account_balance,local_generation
en,loan_query,How do I apply for a personal loan?,"Current interest rates:
- Personal: 3.8%
- Home: 3.3%
- Auto: 2.8%",loan_query,local_generation
en,card_issues,My debit card isn't working!,"For card issues, please call our 24/7 support at 1-800-BANK-HELP.",card_issues,local_generation
en,account_balance,Why is my balance incorrect?,Your current balance is $4348.,account_balance,local_generation
en,fund_transfer,How do I send money to another bank?,You can transfer money via our mobile app or online banking.,fund_transfer,local_generation
en,account_balance,Why is my balance incorrect?,Your current balance is $747.,account_balance,local_generation
en,account_balance,Why is my balance incorrect?,Your current balance is $1036.,account_balance,local_generation
en,loan_query,What's the interest rate for a home loan?,"Current interest rates:
- Personal: 3.9%
- Home: 3.4%
- Auto: 2.9%",loan_query,local_generation
en,fund_transfer,Why did my transfer fail?,You can transfer money via our mobile app or online banking.,fund_transfer,local_generation
en,account_balance,What's my current balance?,Your current balance is $6146.,account_balance,local_generation
en,card_issues,My debit card isn't working!,"For card issues, please call our 24/7 support at 1-800-BANK-HELP.",card_issues,local_generation
en,card_issues,Why was my card declined?,"For card issues, please call our 24/7 support at 1-800-BANK-HELP.",card_issues,local_generation
en,loan_query,How do I apply for a personal loan?,"Current interest rates:
- Personal: 5.5%
- Home: 5.0%
- Auto: 4.5%",loan_query,local_generation
en,transaction_dispute,I see an unauthorized transaction.,Dispute case #539855 has been opened. Resolution in 10 business days.,transaction_dispute,local_generation
en,loan_query,How do I apply for a personal loan?,"Current interest rates:
- Personal: 5.5%
- Home: 5.0%
- Auto: 4.5%",loan_query,local_generation
en,fund_transfer,How do I send money to another bank?,You can transfer money via our mobile app or online banking.,fund_transfer,local_generation
en,transaction_dispute,How do I report fraud?,Dispute case #863833 has been opened. Resolution in 10 business days.,transaction_dispute,local_generation
en,loan_query,What documents are needed for a car loan?,"Current interest rates:
- Personal: 7.2%
- Home: 6.7%
- Auto: 6.2%",loan_query,local_generation
en,fund_transfer,What's the daily transfer limit?,You can transfer money via our mobile app or online banking.,fund_transfer,local_generation
en,fund_transfer,Why did my transfer fail?,You can transfer money via our mobile app or online banking.,fund_transfer,local_generation
en,transaction_dispute,Why was I charged twice?,Dispute case #899682 has been opened. Resolution in 10 business days.,transaction_dispute,local_generation
en,account_balance,What's my current balance?,Your current balance is $8792.,account_balance,local_generation
en,fund_transfer,Why did my transfer fail?,You can transfer money via our mobile app or online banking.,fund_transfer,local_generation
en,transaction_dispute,I see an unauthorized transaction.,Dispute case #819884 has been opened. Resolution in 10 business days.,transaction_dispute,local_generation
en,loan_query,What's the interest rate for a home loan?,"Current interest rates:
- Personal: 7.3%
- Home: 6.8%
- Auto: 6.3%",loan_query,local_generation
en,account_balance,Can I get a mini-statement?,Your current balance is $4841.,account_balance,local_generation
en,transaction_dispute,How do I report fraud?,Dispute case #686735 has been opened. Resolution in 10 business days.,transaction_dispute,local_generation
en,loan_query,What documents are needed for a car loan?,"Current interest rates:
- Personal: 8.1%
- Home: 7.6%
- Auto: 7.1%",loan_query,local_generation
en,account_balance,What's my current balance?,Your current balance is $9442.,account_balance,local_generation
en,loan_query,How do I apply for a personal loan?,"Current interest rates:
- Personal: 8.1%
- Home: 7.6%
- Auto: 7.1%",loan_query,local_generation
en,fund_transfer,How do I send money to another bank?,You can transfer money via our mobile app or online banking.,fund_transfer,local_generation
en,loan_query,How do I apply for a personal loan?,"Current interest rates:
- Personal: 8.2%
- Home: 7.7%
- Auto: 7.2%",loan_query,local_generation
en,card_issues,Why was my card declined?,"For card issues, please call our 24/7 support at 1-800-BANK-HELP.",card_issues,local_generation
en,loan_query,How do I apply for a personal loan?,"Current interest rates:
- Personal: 8.3%
- Home: 7.8%
- Auto: 7.3%",loan_query,local_generation
en,fund_transfer,How do I send money to another bank?,You can transfer money via our mobile app or online banking.,fund_transfer,local_generation
en,transaction_dispute,Why was I charged twice?,Dispute case #914228 has been opened. Resolution in 10 business days.,transaction_dispute,local_generation
en,loan_query,What documents are needed for a car loan?,"Current interest rates:
- Personal: 4.4%
- Home: 3.9%
- Auto: 3.4%",loan_query,local_generation
en,loan_query,What's the interest rate for a home loan?,"Current interest rates:
- Personal: 8.3%
- Home: 7.8%
- Auto: 7.3%",loan_query,local_generation
en,fund_transfer,Why did my transfer fail?,You can transfer money via our mobile app or online banking.,fund_transfer,local_generation
en,card_issues,How do I block a lost card?,"For card issues, please call our 24/7 support at 1-800-BANK-HELP.",card_issues,local_generation
en,card_issues,Why was my card declined?,"For card issues, please call our 24/7 support at 1-800-BANK-HELP.",card_issues,local_generation
en,fund_transfer,What's the daily transfer limit?,You can transfer money via our mobile app or online banking.,fund_transfer,local_generation
en,account_balance,Can I get a mini-statement?,Your current balance is $8694.,account_balance,local_generation
en,fund_transfer,Why did my transfer fail?,You can transfer money via our mobile app or online banking.,fund_transfer,local_generation
en,fund_transfer,How do I send money to another bank?,You can transfer money via our mobile app or online banking.,fund_transfer,local_generation
en,transaction_dispute,How do I report fraud?,Dispute case #413029 has been opened. Resolution in 10 business days.,transaction_dispute,local_generation
en,card_issues,My debit card isn't working!,"For card issues, please call our 24/7 support at 1-800-BANK-HELP.",card_issues,local_generation
en,loan_query,What documents are needed for a car loan?,"Current interest rates:
- Personal: 8.5%
- Home: 8.0%
- Auto: 7.5%",loan_query,local_generation
en,fund_transfer,How do I send money to another bank?,You can transfer money via our mobile app or online banking.,fund_transfer,local_generation
en,fund_transfer,How do I send money to another bank?,You can transfer money via our mobile app or online banking.,fund_transfer,local_generation
en,account_balance,Why is my balance incorrect?,Your current balance is $2090.,account_balance,local_generation
en,transaction_dispute,I see an unauthorized transaction.,Dispute case #430831 has been opened. Resolution in 10 business days.,transaction_dispute,local_generation
en,fund_transfer,Why did my transfer fail?,You can transfer money via our mobile app or online banking.,fund_transfer,local_generation
en,transaction_dispute,How do I report fraud?,Dispute case #913960 has been opened. Resolution in 10 business days.,transaction_dispute,local_generation
en,fund_transfer,How do I send money to another bank?,You can transfer money via our mobile app or online banking.,fund_transfer,local_generation
en,account_balance,Why is my balance incorrect?,Your current balance is $6483.,account_balance,local_generation
en,loan_query,What's the interest rate for a home loan?,"Current interest rates:
- Personal: 5.7%
- Home: 5.2%
- Auto: 4.7%",loan_query,local_generation
en,loan_query,How do I apply for a personal loan?,"Current interest rates:
- Personal: 4.2%
- Home: 3.7%
- Auto: 3.2%",loan_query,local_generation
en,loan_query,What's the interest rate for a home loan?,"Current interest rates:
- Personal: 3.8%
- Home: 3.3%
- Auto: 2.8%",loan_query,local_generation
en,card_issues,My debit card isn't working!,"For card issues, please call our 24/7 support at 1-800-BANK-HELP.",card_issues,local_generation
en,transaction_dispute,How do I report fraud?,Dispute case #781173 has been opened. Resolution in 10 business days.,transaction_dispute,local_generation
en,account_balance,What's my current balance?,Your current balance is $9322.,account_balance,local_generation
en,account_balance,Why is my balance incorrect?,Your current balance is $549.,account_balance,local_generation
en,loan_query,How do I apply for a personal loan?,"Current interest rates:
- Personal: 7.1%
- Home: 6.6%
- Auto: 6.1%",loan_query,local_generation
en,loan_query,What documents are needed for a car loan?,"Current interest rates:
- Personal: 4.6%
- Home: 4.1%
- Auto: 3.6%",loan_query,local_generation
en,transaction_dispute,Why was I charged twice?,Dispute case #813806 has been opened. Resolution in 10 business days.,transaction_dispute,local_generation
en,account_balance,Why is my balance incorrect?,Your current balance is $8465.,account_balance,local_generation
en,card_issues,Why was my card declined?,"For card issues, please call our 24/7 support at 1-800-BANK-HELP.",card_issues,local_generation
en,card_issues,How do I block a lost card?,"For card issues, please call our 24/7 support at 1-800-BANK-HELP.",card_issues,local_generation
en,fund_transfer,How do I send money to another bank?,You can transfer money via our mobile app or online banking.,fund_transfer,local_generation
en,account_balance,What's my current balance?,Your current balance is $6460.,account_balance,local_generation
en,transaction_dispute,I see an unauthorized transaction.,Dispute case #854102 has been opened. Resolution in 10 business days.,transaction_dispute,local_generation
en,card_issues,How do I block a lost card?,"For card issues, please call our 24/7 support at 1-800-BANK-HELP.",card_issues,local_generation
en,loan_query,What documents are needed for a car loan?,"Current interest rates:
- Personal: 7.5%
- Home: 7.0%
- Auto: 6.5%",loan_query,local_generation
en,transaction_dispute,I see an unauthorized transaction.,Dispute case #493390 has been opened. Resolution in 10 business days.,transaction_dispute,local_generation
en,loan_query,What's the interest rate for a home loan?,"Current interest rates:
- Personal: 6.5%
- Home: 6.0%
- Auto: 5.5%",loan_query,local_generation
en,fund_transfer,Why did my transfer fail?,You can transfer money via our mobile app or online banking.,fund_transfer,local_generation
en,fund_transfer,Why did my transfer fail?,You can transfer money via our mobile app or online banking.,fund_transfer,local_generation
en,account_balance,What's my current balance?,Your current balance is $3113.,account_balance,local_generation
en,transaction_dispute,I see an unauthorized transaction.,Dispute case #347535 has been opened. Resolution in 10 business days.,transaction_dispute,local_generation
en,loan_query,What's the interest rate for a home loan?,"Current interest rates:
- Personal: 6.0%
- Home: 5.5%
- Auto: 5.0%",loan_query,local_generation
en,fund_transfer,How do I send money to another bank?,You can transfer money via our mobile app or online banking.,fund_transfer,local_generation
en,transaction_dispute,How do I report fraud?,Dispute case #770625 has been opened. Resolution in 10 business days.,transaction_dispute,local_generation
en,loan_query,What's the interest rate for a home loan?,"Current interest rates:
- Personal: 6.3%
- Home: 5.8%
- Auto: 5.3%",loan_query,local_generation
en,transaction_dispute,I see an unauthorized transaction.,Dispute case #986378 has been opened. Resolution in 10 business days.,transaction_dispute,local_generation
en,loan_query,What documents are needed for a car loan?,"Current interest rates:
- Personal: 7.1%
- Home: 6.6%
- Auto: 6.1%",loan_query,local_generation
en,transaction_dispute,How do I report fraud?,Dispute case #742905 has been opened. Resolution in 10 business days.,transaction_dispute,local_generation
en,account_balance,Why is my balance incorrect?,Your current balance is $6075.,account_balance,local_generation
en,transaction_dispute,I see an unauthorized transaction.,Dispute case #646329 has been opened. Resolution in 10 business days.,transaction_dispute,local_generation
en,transaction_dispute,I see an unauthorized transaction.,Dispute case #932024 has been opened. Resolution in 10 business days.,transaction_dispute,local_generation
en,fund_transfer,What's the daily transfer limit?,You can transfer money via our mobile app or online banking.,fund_transfer,local_generation
en,account_balance,Why is my balance incorrect?,Your current balance is $7533.,account_balance,local_generation
en,fund_transfer,What's the daily transfer limit?,You can transfer money via our mobile app or online banking.,fund_transfer,local_generation
en,loan_query,What documents are needed for a car loan?,"Current interest rates:
- Personal: 4.3%
- Home: 3.8%
- Auto: 3.3%",loan_query,local_generation
en,loan_query,How do I apply for a personal loan?,"Current interest rates:
- Personal: 5.3%
- Home: 4.8%
- Auto: 4.3%",loan_query,local_generation
en,card_issues,My debit card isn't working!,"For card issues, please call our 24/7 support at 1-800-BANK-HELP.",card_issues,local_generation
en,fund_transfer,Why did my transfer fail?,You can transfer money via our mobile app or online banking.,fund_transfer,local_generation
en,transaction_dispute,How do I report fraud?,Dispute case #722459 has been opened. Resolution in 10 business days.,transaction_dispute,local_generation
en,account_balance,What's my current balance?,Your current balance is $1370.,account_balance,local_generation
en,fund_transfer,Why did my transfer fail?,You can transfer money via our mobile app or online banking.,fund_transfer,local_generation
en,account_balance,Why is my balance incorrect?,Your current balance is $7204.,account_balance,local_generation
en,fund_transfer,What's the daily transfer limit?,You can transfer money via our mobile app or online banking.,fund_transfer,local_generation
en,fund_transfer,How do I send money to another bank?,You can transfer money via our mobile app or online banking.,fund_transfer,local_generation
en,transaction_dispute,Why was I charged twice?,Dispute case #414553 has been opened. Resolution in 10 business days.,transaction_dispute,local_generation
en,fund_transfer,How do I send money to another bank?,You can transfer money via our mobile app or online banking.,fund_transfer,local_generation
en,transaction_dispute,Why was I charged twice?,Dispute case #977545 has been opened. Resolution in 10 business days.,transaction_dispute,local_generation
en,loan_query,What documents are needed for a car loan?,"Current interest rates:
- Personal: 3.5%
- Home: 3.0%
- Auto: 2.5%",loan_query,local_generation
en,loan_query,What documents are needed for a car loan?,"Current interest rates:
- Personal: 3.8%
- Home: 3.3%
- Auto: 2.8%",loan_query,local_generation
en,loan_query,How do I apply for a personal loan?,"Current interest rates:
- Personal: 8.1%
- Home: 7.6%
- Auto: 7.1%",loan_query,local_generation
en,card_issues,How do I block a lost card?,"For card issues, please call our 24/7 support at 1-800-BANK-HELP.",card_issues,local_generation
en,loan_query,What's the interest rate for a home loan?,"Current interest rates:
- Personal: 7.7%
- Home: 7.2%
- Auto: 6.7%",loan_query,local_generation
en,transaction_dispute,How do I report fraud?,Dispute case #939357 has been opened. Resolution in 10 business days.,transaction_dispute,local_generation
en,transaction_dispute,Why was I charged twice?,Dispute case #947642 has been opened. Resolution in 10 business days.,transaction_dispute,local_generation
en,loan_query,What's the interest rate for a home loan?,"Current interest rates:
- Personal: 5.2%
- Home: 4.7%
- Auto: 4.2%",loan_query,local_generation
en,transaction_dispute,Why was I charged twice?,Dispute case #183692 has been opened. Resolution in 10 business days.,transaction_dispute,local_generation
en,fund_transfer,What's the daily transfer limit?,You can transfer money via our mobile app or online banking.,fund_transfer,local_generation
en,account_balance,What's my current balance?,Your current balance is $6786.,account_balance,local_generation
en,card_issues,My debit card isn't working!,"For card issues, please call our 24/7 support at 1-800-BANK-HELP.",card_issues,local_generation
en,fund_transfer,What's the daily transfer limit?,You can transfer money via our mobile app or online banking.,fund_transfer,local_generation
en,fund_transfer,What's the daily transfer limit?,You can transfer money via our mobile app or online banking.,fund_transfer,local_generation
en,transaction_dispute,Why was I charged twice?,Dispute case #869246 has been opened. Resolution in 10 business days.,transaction_dispute,local_generation
en,loan_query,What documents are needed for a car loan?,"Current interest rates:
- Personal: 6.2%
- Home: 5.7%
- Auto: 5.2%",loan_query,local_generation
en,loan_query,What's the interest rate for a home loan?,"Current interest rates:
- Personal: 6.0%
- Home: 5.5%
- Auto: 5.0%",loan_query,local_generation
en,fund_transfer,Why did my transfer fail?,You can transfer money via our mobile app or online banking.,fund_transfer,local_generation
en,card_issues,Why was my card declined?,"For card issues, please call our 24/7 support at 1-800-BANK-HELP.",card_issues,local_generation
en,account_balance,Why is my balance incorrect?,Your current balance is $6113.,account_balance,local_generation
en,transaction_dispute,Why was I charged twice?,Dispute case #259112 has been opened. Resolution in 10 business days.,transaction_dispute,local_generation
en,transaction_dispute,I see an unauthorized transaction.,Dispute case #801792 has been opened. Resolution in 10 business days.,transaction_dispute,local_generation
en,loan_query,What's the interest rate for a home loan?,"Current interest rates:
- Personal: 5.6%
- Home: 5.1%
- Auto: 4.6%",loan_query,local_generation
en,fund_transfer,What's the daily transfer limit?,You can transfer money via our mobile app or online banking.,fund_transfer,local_generation
en,account_balance,Can I get a mini-statement?,Your current balance is $6686.,account_balance,local_generation
en,card_issues,Why was my card declined?,"For card issues, please call our 24/7 support at 1-800-BANK-HELP.",card_issues,local_generation
en,fund_transfer,How do I send money to another bank?,You can transfer money via our mobile app or online banking.,fund_transfer,local_generation
en,transaction_dispute,I see an unauthorized transaction.,Dispute case #903320 has been opened. Resolution in 10 business days.,transaction_dispute,local_generation
en,card_issues,My debit card isn't working!,"For card issues, please call our 24/7 support at 1-800-BANK-HELP.",card_issues,local_generation
en,loan_query,What documents are needed for a car loan?,"Current interest rates:
- Personal: 4.5%
- Home: 4.0%
- Auto: 3.5%",loan_query,local_generation
en,transaction_dispute,How do I report fraud?,Dispute case #967537 has been opened. Resolution in 10 business days.,transaction_dispute,local_generation
en,loan_query,What documents are needed for a car loan?,"Current interest rates:
- Personal: 8.1%
- Home: 7.6%
- Auto: 7.1%",loan_query,local_generation
en,loan_query,What's the interest rate for a home loan?,"Current interest rates:
- Personal: 6.3%
- Home: 5.8%
- Auto: 5.3%",loan_query,local_generation
en,card_issues,My debit card isn't working!,"For card issues, please call our 24/7 support at 1-800-BANK-HELP.",card_issues,local_generation
en,transaction_dispute,Why was I charged twice?,Dispute case #417414 has been opened. Resolution in 10 business days.,transaction_dispute,local_generation
en,card_issues,How do I block a lost card?,"For card issues, please call our 24/7 support at 1-800-BANK-HELP.",card_issues,local_generation
en,loan_query,How do I apply for a personal loan?,"Current interest rates:
- Personal: 6.0%
- Home: 5.5%
- Auto: 5.0%",loan_query,local_generation
en,card_issues,Why was my card declined?,"For card issues, please call our 24/7 support at 1-800-BANK-HELP.",card_issues,local_generation
en,fund_transfer,Why did my transfer fail?,You can transfer money via our mobile app or online banking.,fund_transfer,local_generation
en,transaction_dispute,I see an unauthorized transaction.,Dispute case #897462 has been opened. Resolution in 10 business days.,transaction_dispute,local_generation
en,transaction_dispute,How do I report fraud?,Dispute case #188591 has been opened. Resolution in 10 business days.,transaction_dispute,local_generation
en,loan_query,What documents are needed for a car loan?,"Current interest rates:
- Personal: 4.6%
- Home: 4.1%
- Auto: 3.6%",loan_query,local_generation
en,account_balance,Can I get a mini-statement?,Your current balance is $4120.,account_balance,local_generation
en,card_issues,Why was my card declined?,"For card issues, please call our 24/7 support at 1-800-BANK-HELP.",card_issues,local_generation
en,loan_query,What's the interest rate for a home loan?,"Current interest rates:
- Personal: 7.7%
- Home: 7.2%
- Auto: 6.7%",loan_query,local_generation
en,transaction_dispute,Why was I charged twice?,Dispute case #781147 has been opened. Resolution in 10 business days.,transaction_dispute,local_generation
en,card_issues,My debit card isn't working!,"For card issues, please call our 24/7 support at 1-800-BANK-HELP.",card_issues,local_generation
en,transaction_dispute,Why was I charged twice?,Dispute case #833052 has been opened. Resolution in 10 business days.,transaction_dispute,local_generation
en,loan_query,How do I apply for a personal loan?,"Current interest rates:
- Personal: 6.2%
- Home: 5.7%
- Auto: 5.2%",loan_query,local_generation
en,account_balance,Why is my balance incorrect?,Your current balance is $8443.,account_balance,local_generation
en,card_issues,Why was my card declined?,"For card issues, please call our 24/7 support at 1-800-BANK-HELP.",card_issues,local_generation
en,account_balance,What's my current balance?,Your current balance is $6598.,account_balance,local_generation
en,fund_transfer,What's the daily transfer limit?,You can transfer money via our mobile app or online banking.,fund_transfer,local_generation
en,transaction_dispute,Why was I charged twice?,Dispute case #544722 has been opened. Resolution in 10 business days.,transaction_dispute,local_generation
en,fund_transfer,How do I send money to another bank?,You can transfer money via our mobile app or online banking.,fund_transfer,local_generation
en,loan_query,How do I apply for a personal loan?,"Current interest rates:
- Personal: 8.4%
- Home: 7.9%
- Auto: 7.4%",loan_query,local_generation
en,card_issues,Why was my card declined?,"For card issues, please call our 24/7 support at 1-800-BANK-HELP.",card_issues,local_generation
